"c","Year","capacity_scenario","kwh_veh"
"Uruguay",2018,"Baseline",20.7857142857143
"Uruguay",2018,"Low Capacity",20.7857142857143
"Uruguay",2018,"High Capacity",20.7857142857143
"Venezuela",2018,"Baseline",28.8178181818182
"Venezuela",2018,"Low Capacity",28.8178181818182
"Venezuela",2018,"High Capacity",28.8178181818182
"Vietnam",2018,"Baseline",30.4
"Vietnam",2018,"Low Capacity",30.4
"Vietnam",2018,"High Capacity",30.4
"Western Europe non EU",2018,"Baseline",38.0206427688504
"Western Europe non EU",2018,"Low Capacity",38.0206427688504
"Western Europe non EU",2018,"High Capacity",38.0206427688504
"Argentina",2019,"Baseline",34.7142857142857
"Argentina",2019,"Low Capacity",34.7142857142857
"Argentina",2019,"High Capacity",34.7142857142857
"Australia",2019,"Baseline",70.9560184449038
"Australia",2019,"Low Capacity",70.9560184449038
"Australia",2019,"High Capacity",70.9560184449038
"Austria",2019,"Baseline",56.8304763864595
"Austria",2019,"Low Capacity",56.8304763864595
"Austria",2019,"High Capacity",56.8304763864595
"Belgium",2019,"Baseline",65.8657877813505
"Belgium",2019,"Low Capacity",65.8657877813505
"Belgium",2019,"High Capacity",65.8657877813505
"Brazil",2019,"Baseline",54.2092783505155
"Brazil",2019,"Low Capacity",54.2092783505155
"Brazil",2019,"High Capacity",54.2092783505155
"Canada",2019,"Baseline",66.3838405036726
"Canada",2019,"Low Capacity",66.3838405036726
"Canada",2019,"High Capacity",66.3838405036726
"Chile",2019,"Baseline",29.7515527950311
"Chile",2019,"Low Capacity",29.7515527950311
"Chile",2019,"High Capacity",29.7515527950311
"China",2019,"Baseline",50.370314155223
"China",2019,"Low Capacity",50.370314155223
"China",2019,"High Capacity",50.370314155223
"Colombia",2019,"Baseline",36.2242708333333
"Colombia",2019,"Low Capacity",36.2242708333333
"Colombia",2019,"High Capacity",36.2242708333333
"Czechia",2019,"Baseline",51.1984088127295
"Czechia",2019,"Low Capacity",51.1984088127295
"Czechia",2019,"High Capacity",51.1984088127295
"Denmark",2019,"Baseline",63.2805167597765
"Denmark",2019,"Low Capacity",63.2805167597765
"Denmark",2019,"High Capacity",63.2805167597765
"Eastern Europe/Central Asia",2019,"Baseline",59.1740119760479
"Eastern Europe/Central Asia",2019,"Low Capacity",59.1740119760479
"Eastern Europe/Central Asia",2019,"High Capacity",59.1740119760479
"Egypt",2019,"Baseline",41
"Egypt",2019,"Low Capacity",41
"Egypt",2019,"High Capacity",41
"Finland",2019,"Baseline",67.9433827286663
"Finland",2019,"Low Capacity",67.9433827286663
"Finland",2019,"High Capacity",67.9433827286663
"France",2019,"Baseline",45.5525854427263
"France",2019,"Low Capacity",45.5525854427263
"France",2019,"High Capacity",45.5525854427263
"Germany",2019,"Baseline",47.5179088330751
"Germany",2019,"Low Capacity",47.5179088330751
"Germany",2019,"High Capacity",47.5179088330751
"Greece",2019,"Baseline",44.6651741293532
"Greece",2019,"Low Capacity",44.6651741293532
"Greece",2019,"High Capacity",44.6651741293532
"Hungary",2019,"Baseline",41.1028436018957
"Hungary",2019,"Low Capacity",41.1028436018957
"Hungary",2019,"High Capacity",41.1028436018957
"India",2019,"Baseline",34.0606060606061
"India",2019,"Low Capacity",34.0606060606061
"India",2019,"High Capacity",34.0606060606061
"Indonesia",2019,"Baseline",54.1764705882353
"Indonesia",2019,"Low Capacity",54.1764705882353
"Indonesia",2019,"High Capacity",54.1764705882353
"Iran",2019,"Baseline",39.9269801980198
"Iran",2019,"Low Capacity",39.9269801980198
"Iran",2019,"High Capacity",39.9269801980198
"Ireland",2019,"Baseline",51.6011345646438
"Ireland",2019,"Low Capacity",51.6011345646438
"Ireland",2019,"High Capacity",51.6011345646438
"Israel",2019,"Baseline",64.1390129259695
"Israel",2019,"Low Capacity",64.1390129259695
"Israel",2019,"High Capacity",64.1390129259695
"Italy",2019,"Baseline",43.9094798083504
"Italy",2019,"Low Capacity",43.9094798083504
"Italy",2019,"High Capacity",43.9094798083504
"Japan",2019,"Baseline",54.1614174560216
"Japan",2019,"Low Capacity",54.1614174560216
"Japan",2019,"High Capacity",54.1614174560216
"Malaysia",2019,"Baseline",48.6511111111111
"Malaysia",2019,"Low Capacity",48.6511111111111
"Malaysia",2019,"High Capacity",48.6511111111111
"Mexico",2019,"Baseline",64.7211578947368
"Mexico",2019,"Low Capacity",64.7211578947368
"Mexico",2019,"High Capacity",64.7211578947368
"Morocco",2019,"Baseline",28.35
"Morocco",2019,"Low Capacity",28.35
"Morocco",2019,"High Capacity",28.35
"Netherlands",2019,"Baseline",63.6590322939689
"Netherlands",2019,"Low Capacity",63.6590322939689
"Netherlands",2019,"High Capacity",63.6590322939689
"New Zealand",2019,"Baseline",64.3184776902887
"New Zealand",2019,"Low Capacity",64.3184776902887
"New Zealand",2019,"High Capacity",64.3184776902887
"Norway",2019,"Baseline",60.695202673393
"Norway",2019,"Low Capacity",60.695202673393
"Norway",2019,"High Capacity",60.695202673393
"Peru",2019,"Baseline",28
"Peru",2019,"Low Capacity",28
"Peru",2019,"High Capacity",28
"Philippines",2019,"Baseline",55.7714285714286
"Philippines",2019,"Low Capacity",55.7714285714286
"Philippines",2019,"High Capacity",55.7714285714286
"Poland",2019,"Baseline",48.9986833855799
"Poland",2019,"Low Capacity",48.9986833855799
"Poland",2019,"High Capacity",48.9986833855799
"Portugal",2019,"Baseline",54.7449197860963
"Portugal",2019,"Low Capacity",54.7449197860963
"Portugal",2019,"High Capacity",54.7449197860963
"Rest of EU",2019,"Baseline",52.1856625415032
"Rest of EU",2019,"Low Capacity",52.1856625415032
"Rest of EU",2019,"High Capacity",52.1856625415032
"Rest of Middle East/Africa",2019,"Baseline",39.9269801980198
"Rest of Middle East/Africa",2019,"Low Capacity",39.9269801980198
"Rest of Middle East/Africa",2019,"High Capacity",39.9269801980198
"Rest of South America",2019,"Baseline",51.7176565008026
"Rest of South America",2019,"Low Capacity",51.7176565008026
"Rest of South America",2019,"High Capacity",51.7176565008026
"Rest of South Asia/Oceania",2019,"Baseline",68.8228571428571
"Rest of South Asia/Oceania",2019,"Low Capacity",68.8228571428571
"Rest of South Asia/Oceania",2019,"High Capacity",68.8228571428571
"Romania",2019,"Baseline",38.6419316136773
"Romania",2019,"Low Capacity",38.6419316136773
"Romania",2019,"High Capacity",38.6419316136773
"Russia",2019,"Baseline",68.83608815427
"Russia",2019,"Low Capacity",68.83608815427
"Russia",2019,"High Capacity",68.83608815427
"Singapore",2019,"Baseline",47.2164179104478
"Singapore",2019,"Low Capacity",47.2164179104478
"Singapore",2019,"High Capacity",47.2164179104478
"Slovakia",2019,"Baseline",52.078947368421
"Slovakia",2019,"Low Capacity",52.078947368421
"Slovakia",2019,"High Capacity",52.078947368421
"South Africa",2019,"Baseline",54.8076923076923
"South Africa",2019,"Low Capacity",54.8076923076923
"South Africa",2019,"High Capacity",54.8076923076923
"South Korea",2019,"Baseline",53.7160231482899
"South Korea",2019,"Low Capacity",53.7160231482899
"South Korea",2019,"High Capacity",53.7160231482899
"Spain",2019,"Baseline",46.2541948975324
"Spain",2019,"Low Capacity",46.2541948975324
"Spain",2019,"High Capacity",46.2541948975324
"Sweden",2019,"Baseline",59.1692058442324
"Sweden",2019,"Low Capacity",59.1692058442324
"Sweden",2019,"High Capacity",59.1692058442324
"Switzerland",2019,"Baseline",62.4267366720517
"Switzerland",2019,"Low Capacity",62.4267366720517
"Switzerland",2019,"High Capacity",62.4267366720517
"Thailand",2019,"Baseline",48.0787812840044
"Thailand",2019,"Low Capacity",48.0787812840044
"Thailand",2019,"High Capacity",48.0787812840044
"Turkey",2019,"Baseline",72.5441048034934
"Turkey",2019,"Low Capacity",72.5441048034934
"Turkey",2019,"High Capacity",72.5441048034934
"United Arab Emirates",2019,"Baseline",80.4745562130177
"United Arab Emirates",2019,"Low Capacity",80.4745562130177
"United Arab Emirates",2019,"High Capacity",80.4745562130177
"United Kingdom",2019,"Baseline",58.9508266368867
"United Kingdom",2019,"Low Capacity",58.9508266368867
"United Kingdom",2019,"High Capacity",58.9508266368867
"United States",2019,"Baseline",74.6713258369319
"United States",2019,"Low Capacity",74.6713258369319
"United States",2019,"High Capacity",74.6713258369319
"Uruguay",2019,"Baseline",30.3513513513514
"Uruguay",2019,"Low Capacity",30.3513513513514
"Uruguay",2019,"High Capacity",30.3513513513514
"Venezuela",2019,"Baseline",51.7176565008026
"Venezuela",2019,"Low Capacity",51.7176565008026
"Venezuela",2019,"High Capacity",51.7176565008026
"Western Europe non EU",2019,"Baseline",52.7677852348993
"Western Europe non EU",2019,"Low Capacity",52.7677852348993
"Western Europe non EU",2019,"High Capacity",52.7677852348993
"Algeria",2020,"Baseline",53.3
"Algeria",2020,"Low Capacity",53.3
"Algeria",2020,"High Capacity",53.3
"Argentina",2020,"Baseline",42.7230769230769
"Argentina",2020,"Low Capacity",42.7230769230769
"Argentina",2020,"High Capacity",42.7230769230769
"Australia",2020,"Baseline",68.991965648855
"Australia",2020,"Low Capacity",68.991965648855
"Australia",2020,"High Capacity",68.991965648855
"Austria",2020,"Baseline",57.696679675773
"Austria",2020,"Low Capacity",57.696679675773
"Austria",2020,"High Capacity",57.696679675773
"Belgium",2020,"Baseline",63.1149589501584
"Belgium",2020,"Low Capacity",63.1149589501584
"Belgium",2020,"High Capacity",63.1149589501584
"Brazil",2020,"Baseline",69.735590778098
"Brazil",2020,"Low Capacity",69.735590778098
"Brazil",2020,"High Capacity",69.735590778098
"Canada",2020,"Baseline",70.1568580129863
"Canada",2020,"Low Capacity",70.1568580129863
"Canada",2020,"High Capacity",70.1568580129863
"Chile",2020,"Baseline",47.0724550898204
"Chile",2020,"Low Capacity",47.0724550898204
"Chile",2020,"High Capacity",47.0724550898204
"China",2020,"Baseline",49.9212356983884
"China",2020,"Low Capacity",49.9212356983884
"China",2020,"High Capacity",49.9212356983884
"Colombia",2020,"Baseline",45.2369829683698
"Colombia",2020,"Low Capacity",45.2369829683698
"Colombia",2020,"High Capacity",45.2369829683698
"Czechia",2020,"Baseline",56.3779691749773
"Czechia",2020,"Low Capacity",56.3779691749773
"Czechia",2020,"High Capacity",56.3779691749773
"Denmark",2020,"Baseline",60.5412112066137
"Denmark",2020,"Low Capacity",60.5412112066137
"Denmark",2020,"High Capacity",60.5412112066137
"Eastern Europe/Central Asia",2020,"Baseline",65.1230684326711
"Eastern Europe/Central Asia",2020,"Low Capacity",65.1230684326711
"Eastern Europe/Central Asia",2020,"High Capacity",65.1230684326711
"Egypt",2020,"Baseline",27.1904761904762
"Egypt",2020,"Low Capacity",27.1904761904762
"Egypt",2020,"High Capacity",27.1904761904762
"Finland",2020,"Baseline",60.4121290021033
"Finland",2020,"Low Capacity",60.4121290021033
"Finland",2020,"High Capacity",60.4121290021033
"France",2020,"Baseline",49.6676692342842
"France",2020,"Low Capacity",49.6676692342842
"France",2020,"High Capacity",49.6676692342842
"Germany",2020,"Baseline",51.3619347498478
"Germany",2020,"Low Capacity",51.3619347498478
"Germany",2020,"High Capacity",51.3619347498478
"Greece",2020,"Baseline",51.8786026200873
"Greece",2020,"Low Capacity",51.8786026200873
"Greece",2020,"High Capacity",51.8786026200873
"Hungary",2020,"Baseline",50.9795235028976
"Hungary",2020,"Low Capacity",50.9795235028976
"Hungary",2020,"High Capacity",50.9795235028976
"India",2020,"Baseline",35.987655525738
"India",2020,"Low Capacity",35.987655525738
"India",2020,"High Capacity",35.987655525738
"Indonesia",2020,"Baseline",49.5043103448276
"Indonesia",2020,"Low Capacity",49.5043103448276
"Indonesia",2020,"High Capacity",49.5043103448276
"Iran",2020,"Baseline",62.6938034188034
"Iran",2020,"Low Capacity",62.6938034188034
"Iran",2020,"High Capacity",62.6938034188034
"Ireland",2020,"Baseline",55.0367088607595
"Ireland",2020,"Low Capacity",55.0367088607595
"Ireland",2020,"High Capacity",55.0367088607595
"Israel",2020,"Baseline",60.1575471698113
"Israel",2020,"Low Capacity",60.1575471698113
"Israel",2020,"High Capacity",60.1575471698113
"Italy",2020,"Baseline",47.1893219227099
"Italy",2020,"Low Capacity",47.1893219227099
"Italy",2020,"High Capacity",47.1893219227099
"Japan",2020,"Baseline",53.918497990011
"Japan",2020,"Low Capacity",53.918497990011
"Japan",2020,"High Capacity",53.918497990011
"Malaysia",2020,"Baseline",71.8390804597701
"Malaysia",2020,"Low Capacity",71.8390804597701
"Malaysia",2020,"High Capacity",71.8390804597701
"Mexico",2020,"Baseline",71.9705666316894
"Mexico",2020,"Low Capacity",71.9705666316894
"Mexico",2020,"High Capacity",71.9705666316894
"Morocco",2020,"Baseline",45.9041666666667
"Morocco",2020,"Low Capacity",45.9041666666667
"Morocco",2020,"High Capacity",45.9041666666667
"Netherlands",2020,"Baseline",59.6575804042882
"Netherlands",2020,"Low Capacity",59.6575804042882
"Netherlands",2020,"High Capacity",59.6575804042882
"New Zealand",2020,"Baseline",64.5586475942783
"New Zealand",2020,"Low Capacity",64.5586475942783
"New Zealand",2020,"High Capacity",64.5586475942783
"Norway",2020,"Baseline",60.3536753879262
"Norway",2020,"Low Capacity",60.3536753879262
"Norway",2020,"High Capacity",60.3536753879262
"Peru",2020,"Baseline",42
"Peru",2020,"Low Capacity",42
"Peru",2020,"High Capacity",42
"Philippines",2020,"Baseline",56.5048689138577
"Philippines",2020,"Low Capacity",56.5048689138577
"Philippines",2020,"High Capacity",56.5048689138577
"Poland",2020,"Baseline",54.3361185264282
"Poland",2020,"Low Capacity",54.3361185264282
"Poland",2020,"High Capacity",54.3361185264282
"Portugal",2020,"Baseline",55.9578350388362
"Portugal",2020,"Low Capacity",55.9578350388362
"Portugal",2020,"High Capacity",55.9578350388362
"Rest of EU",2020,"Baseline",54.5006810958075
"Rest of EU",2020,"Low Capacity",54.5006810958075
"Rest of EU",2020,"High Capacity",54.5006810958075
"Rest of Middle East/Africa",2020,"Baseline",62.6938034188034
"Rest of Middle East/Africa",2020,"Low Capacity",62.6938034188034
"Rest of Middle East/Africa",2020,"High Capacity",62.6938034188034
"Rest of South America",2020,"Baseline",52.9698876404494
"Rest of South America",2020,"Low Capacity",52.9698876404494
"Rest of South America",2020,"High Capacity",52.9698876404494
"Rest of South Asia/Oceania",2020,"Baseline",63.9890625
"Rest of South Asia/Oceania",2020,"Low Capacity",63.9890625
"Rest of South Asia/Oceania",2020,"High Capacity",63.9890625
"Romania",2020,"Baseline",51.3613398464759
"Romania",2020,"Low Capacity",51.3613398464759
"Romania",2020,"High Capacity",51.3613398464759
"Russia",2020,"Baseline",80.3298717948718
"Russia",2020,"Low Capacity",80.3298717948718
"Russia",2020,"High Capacity",80.3298717948718
"Saudi Arabia",2020,"Baseline",68.898
"Saudi Arabia",2020,"Low Capacity",68.898
"Saudi Arabia",2020,"High Capacity",68.898
"Singapore",2020,"Baseline",58.2802788844622
"Singapore",2020,"Low Capacity",58.2802788844622
"Singapore",2020,"High Capacity",58.2802788844622
"Slovakia",2020,"Baseline",49.9952991452991
"Slovakia",2020,"Low Capacity",49.9952991452991
"Slovakia",2020,"High Capacity",49.9952991452991
"South Africa",2020,"Baseline",52.8777777777778
"South Africa",2020,"Low Capacity",52.8777777777778
"South Africa",2020,"High Capacity",52.8777777777778
"South Korea",2020,"Baseline",60.1189138700248
"South Korea",2020,"Low Capacity",60.1189138700248
"South Korea",2020,"High Capacity",60.1189138700248
"Spain",2020,"Baseline",50.4559508831966
"Spain",2020,"Low Capacity",50.4559508831966
"Spain",2020,"High Capacity",50.4559508831966
"Sweden",2020,"Baseline",61.5372859775507
"Sweden",2020,"Low Capacity",61.5372859775507
"Sweden",2020,"High Capacity",61.5372859775507
"Switzerland",2020,"Baseline",61.1877811094453
"Switzerland",2020,"Low Capacity",61.1877811094453
"Switzerland",2020,"High Capacity",61.1877811094453
"Thailand",2020,"Baseline",47.0119075144509
"Thailand",2020,"Low Capacity",47.0119075144509
"Thailand",2020,"High Capacity",47.0119075144509
"Turkey",2020,"Baseline",69.8122334455668
"Turkey",2020,"Low Capacity",69.8122334455668
"Turkey",2020,"High Capacity",69.8122334455668
"United Arab Emirates",2020,"Baseline",72.1572786393197
"United Arab Emirates",2020,"Low Capacity",72.1572786393197
"United Arab Emirates",2020,"High Capacity",72.1572786393197
"United Kingdom",2020,"Baseline",61.587150056239
"United Kingdom",2020,"Low Capacity",61.587150056239
"United Kingdom",2020,"High Capacity",61.587150056239
"United States",2020,"Baseline",75.8848155132094
"United States",2020,"Low Capacity",75.8848155132094
"United States",2020,"High Capacity",75.8848155132094
"Uruguay",2020,"Baseline",45.6560606060606
"Uruguay",2020,"Low Capacity",45.6560606060606
"Uruguay",2020,"High Capacity",45.6560606060606
"Venezuela",2020,"Baseline",52.9698876404494
"Venezuela",2020,"Low Capacity",52.9698876404494
"Venezuela",2020,"High Capacity",52.9698876404494
"Western Europe non EU",2020,"Baseline",65.2907650695518
"Western Europe non EU",2020,"Low Capacity",65.2907650695518
"Western Europe non EU",2020,"High Capacity",65.2907650695518
"Algeria",2021,"Baseline",53.3
"Algeria",2021,"Low Capacity",53.3
"Algeria",2021,"High Capacity",53.3
"Argentina",2021,"Baseline",40.9294117647059
"Argentina",2021,"Low Capacity",40.9294117647059
"Argentina",2021,"High Capacity",40.9294117647059
"Australia",2021,"Baseline",61.5972721456407
"Australia",2021,"Low Capacity",61.5972721456407
"Australia",2021,"High Capacity",61.5972721456407
"Austria",2021,"Baseline",63.8026468271827
"Austria",2021,"Low Capacity",63.8026468271827
"Austria",2021,"High Capacity",63.8026468271827
"Belgium",2021,"Baseline",66.9553553465996
"Belgium",2021,"Low Capacity",66.9553553465996
"Belgium",2021,"High Capacity",66.9553553465996
"Brazil",2021,"Baseline",62.9266183793572
"Brazil",2021,"Low Capacity",62.9266183793572
"Brazil",2021,"High Capacity",62.9266183793572
